eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199301140003,1993,1,14,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Andersonstown,,,,0,Ulster (Province),"01/14/1993: A police station was attacked with a mortar bomb that was launched vertically from a child's buggy by the Irish Republican Army (IRA) in Andersonstown, Northern Ireland, causing no injuries and minor damage.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,,,Andersonstown Police Force,Andersonstown Police Station,233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,Unknown,0,,,0,,0,1,10,Unknown,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A mortar bomb was launched vertically from a child's buggy.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"“Belfast Man Shot Dead at his Home,” The Evening Standard (London), January 15, 1993.",,,CETIS,0,0,1,1,
199301140004,1993,1,14,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,,,,0,Londonderry (County),"01/14/1993: A mortar was launched at the city of Londonderry, Northern Ireland by the Irish Republican Army (IRA), causing no injuries and minor damage. A specific target was not disclosed in reports.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Private Citizens,Private Citizens,233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,Unknown,0,,,0,,0,1,10,Unknown,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"“Belfast Man Shot Dead at his Home,” The Evening Standard (London), January 15, 1993.",,,CETIS,0,0,1,1,
199301140005,1993,1,14,,0,,75,Germany,8,Western Europe,Hamburg (State),Hamburg,,,,0,,01/14/1993: Unknown perpetrators poured gasoline down a ventilation shaft of the U.S. Consulate in Hamburg. No injuries were reported. A picture of Ayatollah Khomeini was found at the crime scene.,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),,,U.S. Department of State,U.S. Consulate in Hamburg,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Center for Terrorism and Intelligence Studies, Critical Infrastructure Terrorist Attack Database, San Jose, CA: Akribis Group, July 7 2006.",,,CETIS,-9,-9,1,1,
199301150001,1993,1,15,,0,,97,Israel,10,Middle East & North Africa,Tel Aviv (District),Tel Aviv,,,,0,,"01/15/1993: Mr. Fakhri Dahduh, a member of the Palestinian Islamic Jihad (PIJ), stabbed and killed four people in Tel Aviv, Israel. The PIJ claimed responsibility via a letter to authorities.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Private Citizens,Private Citizens,97,Israel,,,,,,,,,,,,,,,,,Palestinian Islamic Jihad (PIJ),Palestinian Islamic Jihad,,,,,"This attack was committed as revenge for the deportation of ""the strugglers by the Zionist enemy and in tribute to Seyyed Abbas Musawi.""",0,,,0,1,0,1,1,Letter,,,,,,,-9,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Musawi, the person whose death the PIJ was avenging, was the leader of the Hizballah until he was killed during an Israeli helicopter attack on his convoy in southern Lebanon on February 16, 1992.","“Islamic Jihad claims Tel Aviv’s attack,” United Press International, January 15, 1993.",,,CETIS,1,0,0,1,
199301150002,1993,1,15,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank (Occupied Territory),Hebron,,,,0,,"01/15/1993: Unidentified masked gunmen forced Arab workers off a bus near Hebron, West Bank, and then torched the vehicle. No injuries were reported though the bus was badly damaged.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,,,Private Citizens,Arab Workers,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The bus was badly damaged from the fire.,0,,,,,,,,,,,,,,,,,"Bill Hutman, “Two Killed in Territories Violence,” The Jerusalem Post, January 17, 1993.",,,CETIS,-9,-9,0,-9,
199301150003,1993,1,15,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank (Occupied Territory),Hebron,,,,0,,"01/15/1993: Unidentified masked youths stoned a bus full of Arab workers in Hebron, West Bank. An Arab man was injured in the attack. No further information was provided.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,,,Private Citizens,Arab Workers,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,9,Melee,21,Blunt Object,,,,,,,,,,,,,The attackers used large rocks in this attack.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Bill Hutman, “Two Killed in Territories Violence,” The Jerusalem Post, January 17, 1993.",,,CETIS,-9,-9,0,-9,
199301150004,1993,1,15,,0,,26,Bolivia,3,South America,Chuquisaca (Department),Sucre,,,,0,,"01/15/1993: Members of the 15th January Front used dynamite to attack the headquarters of the Free Bolivia Movement (MBL) in Sucre, Bolivia. There were no casualties reported however the headquarters sustained minor damage.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,13,Other,,,Free Bolivia Movement (MBL),Headquarters of the Free Bolivia Movement (MBL),26,Bolivia,,,,,,,,,,,,,,,,,15th January Front,,,,,,Unknown,0,,,0,,0,1,1,Letter,,,,,,,-9,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Dynamite was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"“Bolivia: dynamite attack apparently carried out by ‘15th January Front’,” BBC Summary of World Broadcasts, January 17, 1993.",,,CETIS,-9,-9,0,-9,
199301150005,1993,1,15,,0,,157,Papua New Guinea,12,Australasia & Oceania,East Sepik (Province),Nimo,,,,0,,"01/15/1993: Gunmen from the Bougainville Revolutionary Army shot and killed six people near Nimo High School in Nimo, Papua New Guinea. There was no property damage and reports did not disclose the motive for this attack.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Private Citizens,Private Citizens,157,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,6,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“Civilians Killed in Secessionist Violence in Bougainville,” Radio Australia Melbourne, January 21, 1993.",,,CETIS,0,0,0,0,
199301150006,1993,1,15,,0,,36,Cambodia,5,Southeast Asia,Unknown,Ang Kron,,,,0,,01/15/1993: The Khmer Rouge was responsible for launching a rocket attack and shooting at the UN Transitional Authority barracks in Ang Kron. Three people were killed and two others injured in the attack. The explosion caused minor damage.,1,1,1,1,,,0,1,0,3,Bombing/Explosion,2,Armed Assault,,,13,Other,,,United Nations,United Nations Transitional Authority (UNTAC) barracks in Ang Kron,,,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,5,Unknown Gun Type,,,,,,,,,Combination attack included explosive - projectile and shooting.,3,0,0,2,0,,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Center for Terrorism and Intelligence Studies, Critical Infrastructure Terrorist Attack Database, San Jose, CA: Akribis Group, July 7 2006.",,,CETIS,0,-9,-9,-9,
199301160001,1993,1,16,,0,,159,Peru,3,South America,Lima (Province),Lima,,,,0,,"01/16/1993: The Peruvian-American Cultural Institute was attacked by two members of Tupac Amaru Revolutionary Movement (MRTA), who shot two rockets at the Institute. The rockets went through a window and landed in a room on the second floor, causing minor damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,,,Peruvian-American Cultural Institute,Peruvian-American Cultural Institute,159,Peru,,,,,,,,,,,,,,,,,Tupac Amaru Revolutionary Movement (MRTA),,,,,,Unknown,0,,,0,2,,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Center for Terrorism and Intelligence Studies, Critical Infrastructure Terrorist Attack Database, San Jose, CA: Akribis Group, July 7 2006.",,,CETIS,0,0,0,0,
199301170001,1993,1,17,,0,,4,Afghanistan,6,South Asia,Kabul (Province),Kabul,,,,0,,"01/17/1993: The Hezb-e-Islami group attempted to shoot down two civilian airliners operated by Ariana Airlines in Kabul, Afghanistan. The group used rockets in this attack, with estimates of as many as 30 rockets falling in this incident. No one was injured and there was no damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,,,Ariana Airlines,Two Civilian Planes Operated by Ariana Airlines,4,Afghanistan,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,Unknown,1,,,0,,0,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,30 rockets fell around the airport.,0,0,0,0,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,"The two airliners were leaving for Peshawar, Pakistan and New Delhi, India. Reports noted that some missiles might have also slammed into the grounds of the presidential palace in central Kabul; however, such reports were not confirmed.","“Afghan Rebels Target Airlines,” Press Association, January 17, 1993.","“Elsewhere…,” St. Petersberg Times (Florida), January 18, 1993.",,CETIS,0,0,0,0,
199301170002,1993,1,17,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),"01/17/1993: A young Catholic woman was shot and killed by the Ulster Volunteer Forces (UVF) in Belfast, Northern Ireland. No further information was provided.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Private Catholic Citizen,Sharon McKenna,233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,The target was attacked being a member of the Irish National Liberation Association.,0,,,0,2,0,1,10,Unknown,,,,,,,-9,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"The UVF claimed the victim was a member of the Irish National Liberation Association. However, the police could not find any connection.","Ian Graham, “Loyalist UVF Murdered ‘Good Samaritan,’” Press Association, January 18, 1993.","“Woman Shot Dead on Visit to Boyfriend,” The Herald (Glasgow), January 18, 1993.","“Catholic Woman Is Murdered at Protestant Boyfriend’s Flat,” The Guardian (London), January 18, 1993.",CETIS,0,0,1,1,
199301170003,1993,1,17,,0,,69,France,8,Western Europe,Corsica,Bonifacio,,,,0,,"01/17/1993: Members of Resistenza set fire to 20 holiday homes in Bonifacio, Corsica, France. No one was injured in the attacks however many of the homes were damaged. The group also attacked homes in Porto-Vecchio, Corsica.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,,,Private Homes,"Holiday Homes in Bonifacio, Corsica, France",69,France,,,,,,,,,,,,,,,,,Resistenza,,,,,,Unknown,0,,,0,,0,1,5,Note left at scene,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The homes sustained some fire damage.,0,,,,,,,,,,,,,,,,"This is one of two related attacks (cf. 199301170003 - 04).  The letter ""R"" was sprayed on the smoke-blackened walls of bungalows, show villas and other holiday homes. A war had started between Resistenza and the National Liberation Front of Corsica (FLNC), which are rival factions, with Resistenza trying to outdo the FLNC. Both groups set fire to homes on 01/1719/93 (cf. 199301170005)","“Around the World,” The Ottawa Citizen, January 19, 1993.","Tony Rocca, “Separatist Blitz Rocks Corsica,” The Guardian (London), January 19, 1993.","Tony Rocca, “Separatist Gangs Attack 40 Homes on Corsica,” The Gazette (Montreal, Quebec) (Montreal, Quebec), January 19, 1993.",CETIS,0,0,0,0,
199301170004,1993,1,17,,0,,69,France,8,Western Europe,Corsica,Porto-Vecchio,,,,0,,"01/17/1993: Members of Resistenza set fire to 20 holiday homes in Porto-Vecchio and Bonifacio, Corsica, France. No one was injured in the attacks however many of the homes were damaged. The group also attacked homes in Bonifacio, Corsica.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,,,Private Homes,"Holiday Homes in Porto-Vecchio, Corsica, France",69,France,,,,,,,,,,,,,,,,,Resistenza,,,,,,Unknown,0,,,0,,0,1,5,Note left at scene,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The homes sustained some fire damage.,0,,,,,,,,,,,,,,,,"This is one of two related attacks (cf. 199301170003 - 04).  The letter ""R"" was sprayed on the smoke-blackened walls of bungalows, show villas and other holiday homes. A war had started between Resistenza and the National Liberation Front of Corsica (FLNC), which are rival factions, with Resistenza trying to outdo the FLNC. Both groups set fire to homes on 01/1719/93 (cf. 199301170005)","“Around the World,” The Ottawa Citizen, January 19, 1993.","Tony Rocca, “Separatist Blitz Rocks Corsica,” The Guardian (London), January 19, 1993.","Tony Rocca, “Separatist Gangs Attack 40 Homes on Corsica,” The Gazette (Montreal, Quebec) (Montreal, Quebec), January 19, 1993.",CETIS,0,0,0,0,
199301170005,1993,1,17,,0,,69,France,8,Western Europe,Corsica,Unknown,,,,0,,"01/17/1993: The National Liberation Front of Corsica (FLNC) set fire to five homes in northern Corsica, France. A specific city was not disclosed in reports. No one was injured in the attacks; however, the homes sustained minor damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,,,Private homes,"Holiday homes in Corsica, France",69,France,,,,,,,,,,,,,,,,,Corsican National Liberation Front (FLNC),,,,,,Unknown,0,,,0,,0,1,5,Note left at scene,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The homes sustained some fire damage.,0,,,,,,,,,,,,,,,,"The letters ""FLNC"" were sprayed on the homes. A war had started between Resistenza and the National Liberation Front of Corsica (FLNC), which are rival factions, with Resistenza trying to outdo the FLNC. Both groups set fire to homes on 01/17/1993 (cf. 199301170003 - 04)","“Around the World,” The Ottawa Citizen, January 19, 1993.","Tony Rocca, “Separatist Blitz Rocks Corsica,” The Guardian (London), January 19, 1993.","Tony Rocca, “Separatist Gangs Attack 40 Homes on Corsica,” The Gazette (Montreal, Quebec) (Montreal, Quebec), January 19, 1993.",CETIS,0,0,0,0,
199301170006,1993,1,17,,0,,157,Papua New Guinea,12,Australasia & Oceania,Unknown,Liatora,,,,0,,"01/17/1993: Members of the Bougainville Revolutionary Army shot and killed nine people in Liatora, Papua New Guinea. Property damage was not reported.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Private Citizens,Private Citizens,157,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“Civilians Killed in Secessionist Violence in Bougainville,” Radio Australia Melbourne, January 21, 1993.",,,CETIS,0,0,0,0,
199301170007,1993,1,17,,0,,45,Colombia,3,South America,Casanares (Department),Unknown,,,,0,,01/17/1993: Members of the ELN set fire to a British Petroleum exploration camp at an oil field in the Casanares Department of Colombia. No injuries were reported. Oil exploration equipment was destroyed in the attack.,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,British Petroleum (BP),British petroleum exploration camp/Oil field,216,Great Britain,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Center for Terrorism and Intelligence Studies, Critical Infrastructure Terrorist Attack Database, San Jose, CA: Akribis Group, July 7 2006.",,,CETIS,0,1,1,1,
199301170008,1993,1,17,,1,1/19/1993,36,Cambodia,5,Southeast Asia,Unknown,Unknown,,,,0,,"01/17/1993: In Cambodia, ten to fifteen members of the Khmer Rouge kidnapped three United Nations officials during a meeting meant to discuss a cease-fire. The kidnap victims, a Chilean Officer and two British Royal Navy Officers, were released two days later.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,13,Other,,,United Nations,United Nations Transitional Authority (UNTAC) officers,999,Multinational,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,0,,,0,10,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,3,0,,2,,,0,,,,,,2,Hostage(s) released by perpetrators,3,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199301170009,1993,1,17,,0,,217,United States,1,North America,Illinois,Chicago,,,,0,5782 North Elston Ave.,"1/17/1993: Unknown perpetrators threw three Molotov cocktails into the Serbian National Defense Council of America in Chicago, Illinois, United States. There were no casualties but the building sustained around $20,000 in damages. This incident took place at the same time as the wars in the Balkans following the dissolution of Yugoslavia.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,13,Other,,,Serbian National Defense Council of America,Serbian National Defense Council of America in Chicago,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Three Molotov cocktails thrown through window,0,0,0,0,0,0,1,3,Minor (likely < $1 million),20000,Window broken and floor damaged,0,,,,,,,0,,,,,,,,,"Two days later, there was a fire was set at the same facility (199301190004).  The Serbian National Defense Council of America presented the views of the US Serbian community on the Balkans conflict.  The building had previously been vandalized and received threatening phone calls.","""Serbian Organization Firebombed in Chicago,"" United Press International, January 18, 1993.","""Chicago Headquarters of Serbian Group Firebombed,"" Associated Press, January  18, 1993.","""Serbian HQ Bombed,"" Chicago Sun-Times, January 19, 1993.",Hewitt Project,-9,-9,0,-9,
199301180001,1993,1,18,,0,,217,United States,1,North America,California,Westminster,,,,0,,"1/18/1993: Two members of the Fourth Reich Skinheads participated in the firebombing of Temple Beth David in Westminster, California, United States. There were no casualties or damages. The Molotov cocktail failed to break the synagogue's window and the device did not ignite on fire due to rain.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,,,"Jewish Temple in Westminster, California","Temple Beth Shalom, Westminster California",217,United States,,,,,,,,,,,,,,,,,Fourth Reich Skinheads,,,,,,The Fourth Reich Skinheads hoped to ignite a race war,0,,,0,2,2,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"A month earlier, Christopher David Fisher firebombed the home of an African American in Paramount, California. (199212000002)  Carl Daniel Boese wrote ""Die Jew Pigs"" on the wall of the synagogue.  The Fourth Reich Skinhead organization also planned on bombing an African American Church and assassinating well known African American public figures - in hopes of initiating a race war - but were thwarted by the FBI.","""Skinheads in Bomb Case Are Tied to Earlier Plots,"" New York Times, September 9, 1993.","""White Supremacist Pleads Guilty In Arson Plot,"" Associated Press, October 20, 1993.","""Youth Pleads Guilty in Conspiracy to Bomb Black Church,"" Associated Press, October  27, 1993.",Hewitt Project,0,0,0,0,
199301190001,1993,1,19,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank (Occupied Territory),Beit Sahur,,,,0,,"01/19/1993: Mr. Maher Abu Srur shot Mr. Yoram Fahima, a security guard in Beit Sahur, Israel. The guard was critically injured in the attack. Reports did not state whether Mr. Abu Srur was affiliated with a group.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,3,Police,,,Security Guard,Yoram Fahima,97,Israel,,,,,,,,,,,,,,,,,Unaffiliated Individual(s),,,,,,Unknown,0,,,0,1,0,0,,,,,,,,,-9,5,Firearms,3,Handgun,,,,,,,,,,,,,A 9 mm. gun was used in the attack.,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Another person escaped injury when the assailant's gun apparently jammed as he tried to fire a second and third time, and missed when he fired a fourth time.","Jon Immanuel, “Security Guard Shot in Beit Sahur,” The Jerusalem Post, January 20, 1993.",,,CETIS,-9,-9,0,-9,
