"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
40000501,"FRESNO COUNTY MH OUTPATIENT SERV-SAN JOAQUIN CL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"8669 MAIN STREET","SAN JOAQUIN",93660,"","","","(559)445-3229",90,"FRESNO",4,"FRESNO",,"","","",36.6088790894,-120.1855773926,""
40000502,"FRESNO COUNTY MH OUTPATIENT SERV-ORANGE COVE CL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"445 11TH STREET","ORANGE COVE",93646,"","","","(559)445-3229",90,"FRESNO",4,"FRESNO",,"","","",36.6273913532,-119.319126159,""
40000503,"FRESNO COUNTY MH OUTPATIENT SERV-SIERRA FOOTHILLS","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"33326 NORTH LODGE RD","TOLLHOUSE",93667,"","","","(559)445-3229",90,"FRESNO",4,"FRESNO",,"","","",36.989818573,-119.391494751,""
40000504,"FRESNO COUNTY MH OUTPATIENT SERV-COALINGA CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"148 WEST ELM","COALINGA",93210,"Mcalister, Bruce","","","(559)935-1618",90,"FRESNO",4,"FRESNO",,"","","",36.1392514408,-120.3608357906,""
40000506,"MHS FOR FRESNO COUNTY-OUTPATIENT SERV-PINDALE CL.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"30 E. MINARETS AVE","FRESNO",93650,"Mcalister, Bruce","","","(559)436-0482",90,"FRESNO",4,"FRESNO",,"","","",36.842926,-119.789642,""
40000507,"FRESNO COUNTY MH OUTPATIENT SERV-REEDLEY CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"815 SIXTH STREET","REEDLEY",93654,"Mcalister, Bruce","","","(559)638-8141",90,"FRESNO",4,"FRESNO",,"","","",36.6244812012,-119.3124008179,""
40000508,"FRESNO COUNTY MH OUTPATIENT SERV-SANGER CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"619-B 'N' STREET","SANGER",93657,"Mcalister, Bruce","","","(559)445-3229",90,"FRESNO",4,"FRESNO",,"","","",36.707103,-119.557777,""
40000510,"FRESNO COUNTY MH OUTPATIENT SERV-WEST FRESNO CL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"302 FRESNO ST.,#207","FRESNO",93706,"Mcalister, Bruce","","","(559)488-3927",90,"FRESNO",4,"FRESNO",,"","","",36.7236557007,-119.8087997437,""
40000515,"O'BARA, PAUL M.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1200 SUNNYSIDE AVENUE, SUITE C","CLOVIS",93612,"O'Bara, Paul","","","(559)299-4410",90,"FRESNO",4,"FRESNO",,"","","",36.8154716492,-119.6912841797,""
40000521,"SOUZA, DANIEL R.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2570 JENSEN AVENUE, STE.108","SANGER",93657,"Souza, Daniel","","","(559)875-2220",90,"FRESNO",4,"FRESNO",,"","","",36.7073020935,-119.5735473633,""
40000524,"MHS FOR KINGS CO-ALCOHOL&DRUG ED & COUNSELING CNTR","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1392 BAILEY DRIVE","HANFORD",93230,"","","","(559)582-9307",150,"KINGS",4,"FRESNO",,"","","",36.3273628056,-119.6662516147,""
40000526,"BAY AREA ADDICTION RESEARCH & TREATMENT","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"539 N. VAN NESS","FRESNO",93728,"","","","(559)266-9581",90,"FRESNO",4,"FRESNO",,"","","",36.751159668,-119.7992706299,""
40000527,"BAY AREA ADDICTION RESEARCH & TREATMENT","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2851 SOUTH ORANGE","FRESNO",93725,"","","","(559)268-6261",90,"FRESNO",4,"FRESNO",,"","","",36.6974372417,-119.7636365891,""
40000529,"MHS FOR KINGS CO-HANFORD ALCOHOL&DRUG ED&CONSL CTR","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1100 W. LACEY BLVD.","HANFORD",93230,"","","","(559)582-9307",150,"KINGS",4,"FRESNO",,"","","",36.3281849027,-119.6619004011,""
40000553,"CRIKOS, DONNA L.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"3636 N. FIRST, # 160","FRESNO",93726,"Crikos, Donna","","","(559)225-5882",90,"FRESNO",4,"FRESNO",,"","","",36.783134,-119.771514,""
40000554,"THOMSON, CAROLINE F.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"31985 LODGE ROAD, #102","AUBERRY",93602,"Thomson, Caroline","","","(559)855-8840",90,"FRESNO",4,"FRESNO",,"","","",37.0462684631,-119.4725723267,""
40000555,"JACKSON, RICHARD","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6061 N. FIRST STREET","FRESNO",93710,"","","","(559)435-0123",90,"FRESNO",4,"FRESNO",,"","","",36.8240356445,-119.774230957,""
40000563,"FRESNO COUNTY MENTAL HEALTH DEPT.-DRY CREEK SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"8098 NORTH ARMSTRONG","CLOVIS",93612,"La Croix, Nick","","","(559)299-2161",90,"FRESNO",4,"FRESNO",,"","","",36.8374710083,-119.675201416,""
40000564,"MHS FOR FRESNO COUNTY-CLOVIS WEST HIGH SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1070 EAST TEAGUE","FRESNO",93710,"La Croix, Nick","","","(559)431-6600",90,"FRESNO",4,"FRESNO",,"","","",36.8592616171,-119.764258191,""
40000565,"MHS FOR FRESNO COUNTY-HERNDON-BARSTOW SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6265 NORTH GRANTLAND","FRESNO",93722,"La Croix, Nick","","","(559)276-5250",90,"FRESNO",4,"FRESNO",,"","","",36.8240585327,-119.9164886475,""
40000566,"FRESNO COUNTY MENTAL HLTH DEPT-CENTRAL HIGH SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2045 N. DICKENSON AVE.","FRESNO",93722,"La Croix, Nick","","","(559)275-3800",90,"FRESNO",4,"FRESNO",,"","","",36.7652978003,-119.9699936807,""
40000567,"FRESNO COUNTY MENTAL HEALTH DEPT.-KONKEL SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"3224 EAST CENTRAL","MALAGA",93725,"La Croix, Nick","","","(559)441-6835",90,"FRESNO",4,"FRESNO",,"","","",36.6779862,-119.731746,""
40000569,"STAR THERAPY CLINIC, INC.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6143 N. FRESNO ST., 107","FRESNO",93710,"Thaxter, Thomas","","","(559)449-9394",90,"FRESNO",4,"FRESNO",,"","","",36.8255784363,-119.7814612091,""
40000571,"WALSH, ROBERT T.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"570 COLLINS DRIVE","MERCED",95348,"Walsh, Robert","","","(209)723-0807",340,"MERCED",4,"FRESNO",,"","","",37.3223228455,-120.4769744873,""
40000574,"CASSADY, DAN L.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5072 BULLION/BOX 69","MARIPOSA",95338,"Cassady, Dan","","","(209)742-7272",320,"MARIPOSA",4,"FRESNO",,"","","",37.4880828857,-119.9666061401,""
40000596,"YAHNE, ROBERT J.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"460 N. GREENFIELD, #6","HANFORD",93230,"Yahne, Robert","","","(559)582-2781",150,"KINGS",4,"FRESNO",,"","","",36.329986,-119.658317,""
40000597,"LASLOVICH, STEVEN M.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1189 E. HERNDON AVE., #106","FRESNO",93710,"Laslovich, Steven","","","(559)436-8525",90,"FRESNO",4,"FRESNO",,"","","",36.8371729553,-119.7680494934,""
40000598,"BIRD, BRYAN","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1189 E. HERNDON AVE., # 106","FRESNO",93710,"Bird, Bryan","","","(559)436-8525",90,"FRESNO",4,"FRESNO",,"","","",36.8371729553,-119.7680494934,""
40000599,"MHS FOR FRESNO COUNTY-MICKEY COX ELEMENTARY SCHOOL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2191 E. SIERRA AVE.","CLOVIS",93612,"Lacroix, Nick","","","(559)445-3420",90,"FRESNO",4,"FRESNO",,"","","",36.8302535266,-119.750456214,""
40000602,"CASSADY, DAN L.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5072 BULLION STREET","BOX 69     MARIPOSA",95338,"Cassady, Dan","","","(209)742-7272",320,"MARIPOSA",4,"FRESNO",,"","","",37.4880828857,-119.9666061401,""
40000629,"KINGS RURAL HEALTH-HANNA","COMMUNITY CLINIC 	","Non-LTC",0,"1310 HANNA AVENUE, SUITE 1","CORCORAN",93212,"Lamp, Donald","","","(559)992-5051",150,"KINGS",4,"FRESNO",,"","","",36.100044,-119.564201,""
40000631,"NATION, DANIEL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"303 'I' STREET","LOS BANOS",93635,"Nation, Daniel","","","(209)826-8623",340,"MERCED",4,"FRESNO",,"","","",37.062458,-120.852195,""
40000632,"FRESNO COUNTY MENTAL HEALTH DEPT-APOLLO-OUTPT CL.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"205 NORTH BLACKSTONE","FRESNO",93701,"Cazares, Mike","","","(559)488-3344",90,"FRESNO",4,"FRESNO",,"","","",36.7451591492,-119.7909698486,""
40000651,"FRESNO CO MHS-PSYCHIATRIC ASSESSMENT CNTR FOR TRMT","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"4411 EAST KINGS CANYON ROAD","FRESNO",93702,"Gonsalves, Sue","","","(559)453-4027",90,"FRESNO",4,"FRESNO",,"","","",36.7359711975,-119.7516410798,""
40000666,"SHOWERS, PHYLLIS","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6073 NORTH FIRST STREET","FRESNO",93710,"Showers, Phyllis","","","(559)432-0524",90,"FRESNO",4,"FRESNO",,"","","",36.824672699,-119.7742462158,""
40000670,"LINDELL, MARY ANN","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1448 WASHINGTON STREET","KINGSBURG",93631,"Lindell, Mary","","","(559)897-0112",90,"FRESNO",4,"FRESNO",,"","","",36.5167121887,-119.5488739014,""
40000672,"SCHRODER, JAMES W.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"828 EMILY WAY","MADERA",93637,"","","","(209)647-7201",300,"MADERA",4,"FRESNO",,"","","",36.9451338798,-120.0505585223,""
40000673,"BARROWS, DANIEL R.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"828 EMILY WAY","MADERA",93637,"","","","(559)674-7201",300,"MADERA",4,"FRESNO",,"","","",36.9451338798,-120.0505585223,""
40000674,"HURON MEDICAL GROUP","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"36617 CENTRAL AVENUE","HURON",93234,"Thompson, Michael","","","(559)945-9251",90,"FRESNO",4,"FRESNO",,"","","",36.2005882263,-120.1025848389,""
40000705,"YOSEMITE WOMEN'S CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"420 WEST YOSEMITE AVENUE","MADERA",93637,"Risinger, Larry","","","(559)661-1296",300,"MADERA",4,"FRESNO",,"","","",36.9582443237,-120.0643005371,""
40000716,"COALINGA MEDICAL GROUP","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1145 PHELPS AVENUE, SUITE NO. 101","COALINGA",93210,"Thompson, Michael","","","(559)935-6660",90,"FRESNO",4,"FRESNO",,"","","",36.151548028,-120.3414340317,""
40000717,"DEWITT, BRET","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1190 W. OLIVE, SUITE D","MERCED",95340,"Dewitt, Bret","","","(209)725-8681",340,"MERCED",4,"FRESNO",,"","","",37.3190874606,-120.4899828136,""
40000720,"ALVISO, DEBRA J.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5475 NORTH FRESNO, SUITE #110","FRESNO",93710,"Alviso, Debra","","","(559)449-0320",90,"FRESNO",4,"FRESNO",,"","","",36.817237854,-119.7816085815,""
40000733,"KINGS RURAL HEALTH-IRWIN","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"630 N. IRWIN STREET","HANFORD",93230,"Lamp, Donald","","","(559)992-5058",150,"KINGS",4,"FRESNO",,"","","",36.3319206238,-119.6480865479,""
40000753,"MADERA COUNTY MOUNTAIN HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"40131 HIGHWAY 49 SOUTH","OAKHURST",93644,"Carty, Royal","","","(559)658-7456",300,"MADERA",4,"FRESNO",,"","","",37.335582,-119.660148,""
40000759,"ADAMS, THOMAS","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1357 WEST SHAW, SUITE #101","FRESNO",93711,"Adams, Thomas","","","(559)221-7390",90,"FRESNO",4,"FRESNO",,"","","",36.8078689575,-119.8162384033,""
40000763,"KEHMEIER, LOUISE","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5180 N. FRESNO ST., STE. 103","FRESNO",93710,"Kehmeir, Louise","","","(559)229-2443",90,"FRESNO",4,"FRESNO",,"","","",36.811882,-119.781028,""
40000774,"SIMUNOVIC, BLASENKO","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"3000 NORTH FRESNO, SUITE 2934","FRESNO",93703,"Simunovic, Blasenko","","","(559)225-5894",90,"FRESNO",4,"FRESNO",,"","","",36.7778565735,-119.7814826667,""
40000818,"JEWELL, M. COLLETTE","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"560 WEST GRANGEVILLE, SUITE A","HANFORD",93230,"Jewell, Mary","","","(559)585-8103",150,"KINGS",4,"FRESNO",,"","","",36.3427252,-119.6530779,""
40000835,"CHERRY, WILLIAM","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"255 WEST BULLARD #114","CLOVIS",93612,"Cherry, William","","","(559)299-0344",90,"FRESNO",4,"FRESNO",,"","","",36.8234825134,-119.7150268555,""
40000836,"HOSHIKO, ERIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"255 WEST BULLARD #114","CLOVIS",93612,"Hoshiko, Eric","","","(559)299-0344",90,"FRESNO",4,"FRESNO",,"","","",36.8234825134,-119.7150268555,""
40000837,"PRANDINI, JOHN","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6061 NORTH FIRST, NO. 102","FRESNO",93710,"Prandini, John","","","(559)436-4266",90,"FRESNO",4,"FRESNO",,"","","",36.8231887817,-119.7604293823,""
40000840,"GOULD MEDICAL FOUNDATION - GUSTINE SATELLITE","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"545 5TH STREET","GUSTINE",95322,"Manuel, Katherine  T","","","(209)524-1211",340,"MERCED",4,"FRESNO",,"","","",37.2540817261,-120.9992752075,""
40000849,"BRAHIM, ABDALLAH B.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1754 E. BULLARD, #103","FRESNO",93710,"Abdallah, Brahim","","","(559)447-9033",90,"FRESNO",4,"FRESNO",,"","","",36.8238945007,-119.7555465698,""
40000872,"BAUSMAN, SANDRA L.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2763 EAST SHAW #102","FRESNO",93710,"Bausman, Sandra","","","(559)294-8112",90,"FRESNO",4,"FRESNO",,"","","",36.8084350973,-119.7371196002,""
40000873,"MORRISON, NANCY A.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2763 EAST SHAW, SUITE 102","FRESNO",93710,"Morrison, Nancy","","","(559)294-8112",90,"FRESNO",4,"FRESNO",,"","","",36.8084350973,-119.7371196002,""
40000878,"EASTERN MADERA MEDICAL CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"32938 ROAD 222","NORTH FORK",93643,"Stone, James","","","(559)877-7730",300,"MADERA",4,"FRESNO",,"","","",37.226257,-119.510215,""
40000879,"KERMAN MEDICAL GROUP","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"275 SOUTH MADERA AVE., #104","KERMAN",93630,"Thompson, Michael","","","(559)846-4184",90,"FRESNO",4,"FRESNO",,"","","",36.7316246033,-120.0605697632,""
40000921,"BROWNELL, LEE A.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6143 N. FRESNO STREET, SUITE #107","FRESNO",93710,"Brownell, Lee","","","(559)449-9394",90,"FRESNO",4,"FRESNO",,"","","",36.8255784363,-119.7814612091,""
40000963,"MARIPOSA CROSSROADS MEDICAL CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5004-B HIGHWAY 140, P.O. BOX 129","MARIPOSA",95538,"","","","(209)966-4251",320,"MARIPOSA",4,"FRESNO",,"","","",37.4866485596,-119.9671707153,""
40000973,"OAKHURST FAMILY/WOMEN HEALTH CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"49063 ROAD 426, PROF. CTR., SUITE C","OAKHURST",93644,"Halls, William","","","(559)642-1430",300,"MADERA",4,"FRESNO",,"","","",37.331863,-119.650405,""
40000978,"WIGGINS HOME 1","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1562 WEST CLARE AVE","PORTERVILLE",93257,"Noorali, Zulfiqar","wigginshomes@yahoo.com","(559) 789-9565","(559) 783-0734",640,"TULARE",12,"BAKERSFIELD",40000394,"26Jun1995","15Jun2015","",36.063865,-119.051963,""
40001011,"WIGGINS HOME 3","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"677 SOUTH SIERRA ST","PORTERVILLE",93257,"Noorali, Zulfiqar","wigginshomes@yahoo.com","(559) 789-9565","(559) 783-0732",640,"TULARE",12,"BAKERSFIELD",40000398,"25Jul1995","15Jun2015","",36.053497,-118.997253,""
40001014,"JEFFERY M. LAWSON","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"145 SHAW, SUITE A","CLOVIS",93612,"Lawson, Jeffery","","","(559)299-2244",90,"FRESNO",4,"FRESNO",,"","","",36.8086148053,-119.7070929408,""
40001015,"KEVIN C. HUGHES","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"145 SHAW AVENUE, SUITE A","CLOVIS",93612,"Hughes, Kevin","","","(559)299-2244",90,"FRESNO",4,"FRESNO",,"","","",36.8086148053,-119.7070929408,""
40001017,"REYNOLDS, JULIE S.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2138 MARGUERITE STREET","DOS PALOS",93620,"Reynolds, Julie","","","(209)392-8830",340,"MERCED",4,"FRESNO",,"","","",36.9867832214,-120.6296434253,""
40001055,"BEBOUT, RICHARD, P.T.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"869 WEST LACEY BLVD., SUITE B","HANFORD",93230,"Bebout, Richard","","","(559)582-9323",150,"KINGS",4,"FRESNO",,"","","",36.327503,-119.658058,""
40001115,"MCDONALD, ANNA","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6049 NORTH FIRST STREET, NO. 101","FRESNO",93710,"Mcdonald, Anna","","","(559)432-0524",90,"FRESNO",4,"FRESNO",,"","","",36.8231887817,-119.7604293823,""
40001121,"THUMMANOND, PATRICIA","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6049 N. FIRST STREET, #101","FRESNO",93710,"Thummanond, Patricia","","","(559)432-0524",90,"FRESNO",4,"FRESNO",,"","","",36.8241271973,-119.7730102539,""
40001190,"ON-TRACK THERAPY CENTER, INC.","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5690 NORTH FRESNO STREET","FRESNO",93710,"Day, Denise","","","(559)261-3795",90,"FRESNO",4,"FRESNO",,"","","",36.8207702637,-119.7808380127,""
40001393,"ADVENTIST HEALTH COMMUNITY CARE-HURON","COMMUNITY CLINIC 	","Non-LTC",0,"36471 S. LASSEN","HURON",93234,"Griffin, Paul","","","(559)945-9090",150,"KINGS",4,"FRESNO",,"","","",36.2038574219,-120.1039505005,""
40001406,"HEALTHY SMILES MOBILE DENTAL FOUNDATION","COMMUNITY CLINIC 	","Non-LTC",0,"1275 W SHAW AVE","FRESNO",93711,"Kodama, Wayne","smiletai@msn.com","(559) 229-1257","(559) 229-6437",90,"FRESNO",4,"FRESNO",40000554,"15Apr2004","15Apr2015","",36.8077049255,-119.8146438599,""
60000086,"PICO RIVERA HEALTH CLINIC","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"6336 S. PASSONS BLVD.","PICO RIVERA",90661,"","","","(562)949-6611",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.984897,-118.085624,""
60000116,"ST. JOSEPH HEALTH SYSTEM HOME HEALTH AGENCY","HOME HEALTH AGENCY		","Non-LTC",0,"200 W. CENTER STREET PROMENADE","ANAHEIM",92805,"Glomp, Linda","","(714)712-7157","(714) 712-9500",400,"ORANGE",6,"ORANGE COUNTY",60000099,"28Mar1988","12Jun2015","",33.8338237256,-117.9155872017,""
60000118,"EL CAMINO MENTAL HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"11721 A  TELEGRAPH RD","SANTA FE SPRINGS",90607,"Jane Frances, Sister","","","(213)949-8455",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.9471054077,-118.0828018188,""
60000198,"FORENSIC COMMUNITY TREATMENT PROGRAM","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2701 W. BEVERLY BLVD.","LOS ANGELES",90057,"","","","(213)738-3227",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0214207768,-118.1325872988,""
60000214,"ALHAMBRA HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"612 W. SHORT STREET","ALHAMBRA",91803,"","","","(626)308-5366",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0788230896,-118.1296691895,""
60000218,"BURBANK HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1101 W. MAGNOLIA BLVD.","BURBANK",91502,"","","","(818)557-3051",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.1768417358,-118.3209457397,""
60000220,"CULVER CITY SUBCENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"4150 OVERLAND BLVD.","CULVER CITY",90230,"","","","(213)202-3131",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0126023442,-118.401254788,""
60000224,"FLORENCE/FIRESTONE HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"8019 S. COMPTON AVENUE","LOS ANGELES",90001,"","","","(323)586-6552",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.9197998047,-118.2462310791,""
60000228,"HAWAIIAN GARDENS HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"22310 WARDHAM STREET","HAWAIIAN GARDENS",90716,"","","","(562)420-2433",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.8260667771,-118.0652216077,""
60000230,"IMPERIAL HEIGHTS HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"10616 S. WESTERN AVENUE","LOS ANGELES",90047,"","","","(323)242-6800",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.9397682995,-118.3089780808,""
60000235,"LAWNDALE HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"14616 S. GREVILLEA AVE","LAWNDALE",90260,"","","","(310)973-3100",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.89809,-118.354316,""
60000246,"COUNTY OF LOS ANGELES NORTHEAST HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2032 MARENGO STREET","LOS ANGELES",90033,"","","","(323)226-5101",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0566945076,-118.2076777518,""
60000256,"NORTH HOLLYWOOD HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5300 TUJUNGA AVENUE","NORTH HOLLYWOOD",91601,"","","","(818)766-3981",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.1672973633,-118.3783950806,""
60000257,"NORWALK HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"12360 E. FIRESTONE BLVD.","NORWALK",90650,"","","","(562)868-0569",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.90546,-118.070129,""
60000263,"PARAMOUNT HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"15312 PARAMOUNT BLVD.","PARAMOUNT",90723,"","","","(213)531-0580",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.8942985535,-118.1596908569,""
60000270,"ASIAN/PACIFIC MENTAL HEALTH SERVICES","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1720 BEVERLY BLVD.","LOS ANGELES",90020,"","","","(213)382-7311",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0646476746,-118.2665481567,""
60000271,"ASIAN/PACIFIC MENTAL HEALTH SERVICES","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"3407 W. 6TH STREET","LOS ANGELES",90020,"","","","(213)382-7311",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.0636528283,-118.2956521958,""
60000272,"AUGUSTUS F. HAWKINS OUTPATIENT PSYCHIATRIC SERVICE","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1720 E. 120TH STREET","LOS ANGELES",90059,"","","","(323)603-4801",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.9239730835,-118.2417526245,""
60000280,"COMPTON MENTAL HEALTH CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"322 W. COMPTON BLVD.","COMPTON",90220,"","","","(323)603-7078",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",33.8959215581,-118.2270634174,""
60000282,"CRESCENTA VALLEY MENTAL HEALTH","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"2505 E. FOOTHILL BLVD.","LA CRESCENTA",91214,"","","","(213)248-5293",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.1498670727,-118.0983844399,""
60000284,"DMH AT LAC/USC MEDICAL CENTER","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"1937 HOSPITAL PLACE","LOS ANGELES",90033,"","","","(323)226-5337",200,"LOS ANGELES",6,"ORANGE COUNTY",,"","","",34.050239563,-118.2108306885,""
